surface,id,capability,scope,headless_mapping,coverage,decision,remains_in_adtk,upstream_value,credit_path,priority,effort,evidence,constraint,next_validation,source
ADTK action,db-vacuum,"db-vacuum/db-analyze {connection, table}",Agent capability,None exposed,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,Runtime database maintenance needs the target database executor and policy,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,db-analyze,"db-vacuum/db-analyze {connection, table}",Agent capability,None exposed,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,Runtime database maintenance needs the target database executor and policy,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,image-delete,"image-delete {images, cutoff, provider?}",Agent capability,None exposed,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,"Managed-host cleanup needs macros, bounded targets and deletion evidence","Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,plugin-deploy,"plugin-deploy {pluginId, targetHostId}",Agent capability,update_plugin is a store update,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Toolkit specific,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,No equivalent hub-to-target plugin ZIP deployment,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,k8s-exec-config-tune,"k8s-exec-config-tune {configName, changes:{memRequestMB|memLimitMB|cpuRequest|cpuLimit}}",Agent capability,list_container_exec_configs is read-only,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,Instance execution configs are not project settings,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,log-cleanup,"log-cleanup {roots?, minAgeDays?, maxDeleteGB?}",Agent capability,None exposed,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,"Managed-host cleanup needs macros, bounded targets and deletion evidence","Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,docker-prune,"docker-prune {mode?: builder|image, keepStorageGB?, filterUntilHours?}",Agent capability,None exposed,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,"Managed-host cleanup needs macros, bounded targets and deletion evidence","Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,k8s-apply-fix,"k8s-apply-fix {clusterId, commands[]?, manifestYaml?, execConfigPatch?, verifyRule?} (at least one of commands/execConfigPatch)",Agent capability,None exposed,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,Cluster/cloud lifecycle or managed-host Kubernetes operation,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,code-env-consolidate,"code-env-consolidate {sourceEnvName, targetEnvName, language?, projectKeys?, usageTypes?, retireSource?}",Agent capability,list_code_envs; update_code_env provide inputs,Inputs only,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,Does not migrate every usage or validate safe retirement,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,settings-set,"settings-set {path, newValue}",Agent capability,None exposed for generic instance settings writes,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,Project settings patch is a different scope,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,connection-test,connection-test {name},Agent capability,test_connection,Primitive overlap,Wrap upstream primitive,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P1,Medium,Source inspected; replacement not live-tested,Check probe semantics and permission behavior,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
ADTK action,connection-index,connection-index {connectionNames?} (empty = all),Agent capability,None exposed,No equivalent,Keep ADTK executor,"Canonical plan, exact-target approval, policies, applicable backups, audit and result verification; executor remains until parity proven",Useful admin operation or safety pattern,No inference; does not itself consume Cobuild usage,P2,Medium,Source inspected; replacement not live-tested,No direct connection indexing tool,"Compare target semantics, failure/rollback behavior and approval enforcement in a disposable target",/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/actions/__init__.py
